char,dialogue,episode
VADER,You don't know the power of the dark side. I must obey my master.,episode6
LUKE,I will not turn...and you'll be forced to kill me.,episode6
VADER,If that is your destiny.,episode6
LUKE,"Search your feelings, father. You can't do this. I feel the conflict within you. Let go of your hate.",episode6
VADER,"It is too late for me, son. The Emperor will show you the true nature of the Force. He is your master now.",episode6
LUKE,Then my father is truly dead.,episode6
LEIA,The main entrance to the control bunker's on the far side of that landing platform. This isn't gonna be easy.,episode6
HAN,"Hey, don't worry. Chewie and me got into a lot of places more heavily guarded than this.",episode6
LEIA,What's he saying?,episode6
THREEPIO,He says there's a secret entrance on the other side of the ridge.,episode6
LANDO,"Admiral, we're in position. All fighters accounted for.",episode6
ACKBAR,Proceed with the countdown. All groups assume attack coordinates.,episode6
LANDO,"Don't worry, my friends are down there. They'll have that shield down on time... or this'll be the shortest offensive of all time.",episode6
ACKBAR,"All craft, prepare to jump to hyperspace on my mark.",episode6
LANDO,All right. Stand by.,episode6
HAN,"Back door, huh? Good idea.",episode6
HAN,It's only a few guards. This shouldn't be too much trouble.,episode6
LEIA,"Well, it only takes one to sound the alarm.",episode6
HAN,Then we'll do it real quiet-like.,episode6
THREEPIO,"Oh! Oh, my. Uh, Princess Leia!",episode6
LEIA,Quiet.,episode6
THREEPIO,I'm afraid our furry companion has gone and done something rather rash.,episode6
LEIA,"Oh, no.",episode6
HAN,There goes our surprise attack.,episode6
SCOUT,Look! Over there! Stop him!,episode6
HAN,Not bad for a little furball. There's only one left. You stay here. We'll take care of this.,episode6
THREEPIO,I have decided that we shall stay here.,episode6
EMPEROR,"Welcome, young Skywalker. I have been expecting you.",episode6
EMPEROR,You no longer need those.,episode6
EMPEROR,"Guards, leave us.",episode6
EMPEROR,I'm looking forward to completing your training. In time you will call me Master.,episode6
LUKE,You're gravely mistaken. You won't convert me as you did my father.,episode6
EMPEROR,"Oh, no, my young Jedi. You will find that it is you who are mistaken...about a great many things.",episode6
VADER,His lightsaber.,episode6
EMPEROR,"Ah, yes, a Jedi's weapon. Much like your father's. By now you must know your father can never be turned from the dark side. So will it be with you.",episode6
LUKE,You're wrong. Soon I'll be dead...and you with me.,episode6
EMPEROR,Perhaps you refer to the imminent attack of your Rebel fleet.,episode6
EMPEROR,Yes...I assure you we are quite safe from your friends here.,episode6
LUKE,Your overconfidence is your weakness.,episode6
EMPEROR,Your faith in your friends is yours.,episode6
VADER,"It is pointless to resist, my son.",episode6
EMPEROR,Everything that has transpired has done so according to my design.  Your friends up there on the Sanctuary Moon...,episode6
EMPEROR,...are walking into a trap. As is your Rebel fleet! It was I who allowed the Alliance to know the location of the shield generator. It is quite safe from your pitiful little band. An entire legion of my best troops awaits them.,episode6
EMPEROR,Oh...I'm afraid the deflector shield will be quite operational when your friends arrive.,episode6
HAN,"All right! Up! Move! Come on! Quickly! Quickly, Chewie.",episode6
LEIA,Han! Hurry! The fleet will be here any moment.,episode6
HAN,"Charges!  Come on, come on!",episode6
THREEPIO,"Oh, my! They'll be captured!",episode6
THREEPIO,"Wa-wait! Wait, come back! Artoo, stay with me.",episode6
COMMANDER,Freeze! You Rebel scum.,episode6
LANDO,All wings report in.,episode6
WEDGE,Red Leader standing by.,episode6
GRAY LEADER,Gray Leader standing by.,episode6
GREEN LEADER,Green Leader standing by.,episode6
WEDGE,Lock S-foils in attack positions.,episode6
ACKBAR,May the Force be with us.,episode6
LANDO,"We've got to be able to get some kind of a reading on that shield, up or down. Well, how could they be jamming us if they don't know if we're coming.",episode6
LANDO,Break off the attack! The shield is still up.,episode6
RED LEADER,I get no reading. Are you sure?,episode6
LANDO,Pull up! All craft pull up!,episode6
ACKBAR,"Take evasive action! Green Group, stick close to holding sector MV-7.",episode6
CONTROLLER,"Admiral, we have enemy ships in sector 47.",episode6
ACKBAR,It's a trap!,episode6
LANDO,Fighters coming in.,episode6
REBEL PILOT,There's too many of them!,episode6
LANDO,Accelerate to attack speed! Draw their fire away from the cruisers.,episode6
WEDGE,"Copy, Gold Leader.",episode6
EMPEROR,"Come, boy. See for yourself.",episode6
EMPEROR,"From here you will witness the final destruction of the Alliance, and the end of your insignificant Rebellion.",episode6
EMPEROR,"You want this, don't you? The hate is swelling in you now. Take your Jedi weapon. Use it. I am unarmed. Strike me down with it. Give in to your anger. With each passing moment, you make yourself more my servant.",episode6
LUKE,No!,episode6
EMPEROR,"It is unavoidable. It is your destiny. You, like your father, are now mine!",episode6
STORMTROOPER,"All right, move it! I said move it! Go on!",episode6
THREEPIO,"Hello! I say, over there! Were you looking for me?",episode6
BUNKER COMMANDER,Bring those two down here!,episode6
STORMTROOPER,Let's go!,episode6
THREEPIO,"Well, they're on their way. Artoo, are you sure this was a good idea?",episode6
STORMTROOPER,Freeze! Don't move!,episode6
THREEPIO,We surrender.,episode6
THREEPIO,"Ohhh! Stand back, Artoo.",episode6
LEIA,The code's changed. We need Artoo!,episode6
HAN,Here's the terminal.,episode6
LEIA,"Artoo, where are you? We need you at the bunker right away.",episode6
THREEPIO,"Going? What do you mean, you're going. But-- but going where, Artoo? No, what! Artoo! Oh, this is no time for heroics. Come back!",episode6
LANDO,"Watch yourself, Wedge! Three from above!",episode6
WEDGE,"Red Three, Red Two, pull in!",episode6
RED TWO,Got it!,episode6
RED THREE,"Three of them coming in, twenty degrees!",episode6
WEDGE,Cut to the left! I'll take the leader! They're heading for the medical frigate.,episode6
NAVIGATOR,Pressure's steady.,episode6
LANDO,Only the fighters are attacking.  I wonder what those Star Destroyers are waiting for.,episode6
COMMANDER,"We're in attack position now, sir.",episode6
PIETT,Hold here.,episode6
COMMANDER,We're not going to attack?,episode6
PIETT,I have my orders from the Emperor himself. He has something special planned for them. We only need to keep them from escaping.,episode6
EMPEROR,"As you can see, my young apprentice, your friends have failed. Now witness the firepower of this fully armed and operational battle station.  Fire at will, Commander.",episode6
JERJERROD,Fire!,episode6
LANDO,"That blast came from the Death Star! That thing's operational!  Home One, this is Gold Leader.",episode6
ACKBAR,We saw it. All craft prepare to retreat.,episode6
LANDO,"You won't get another chance at this, Admiral.",episode6
ACKBAR,"We have no choice, General Calrissian. Our cruisers can't repel firepower of that magnitude.",episode6
LANDO,Han will have that shield down. We've got to give him more time.,episode6
THREEPIO,We're coming!,episode6
HAN,Come on! Come on!,episode6
THREEPIO,"Oh, Artoo, hurry!",episode6
THREEPIO,"My goodness! Artoo, why did you have to be so brave?",episode6
HAN,"Well, I suppose I could hotwire this thing.",episode6
LEIA,I'll cover you.,episode6
LANDO,Yes! I said closer! Move as close as you can and engage those Star Destroyers at point- blank range.,episode6
ACKBAR,"At that close range, we won't last long against those Star Destroyers.",episode6
LANDO,We'll last longer then we will against that Death Star...and we might just take a few of them with us.,episode6
REBEL PILOT,She's gonna blow!,episode6
Y-WING PILOT,I'm hit!,episode6
EMPEROR,"Your fleet has lost. And your friends on the Endor moon will not survive. There is no escape, my young apprentice. The Alliance will die...as will your friends.",episode6
EMPEROR,"Good. I can feel your anger. I am defenseless.  Take your weapon! Strike me down with all your hatred, and your journey towards the dark side will be complete.",episode6
WALKER PILOT #1,Look!,episode6
PILOT #2,Get him off of there!,episode6
HAN,I think I got it. I got it!,episode6
THREEPIO,"Oh, Princess Leia, are you all right?",episode6
HAN,Let's see.,episode6
LEIA,It's not bad.,episode6
STORMTROOPER,Freeze!,episode6
THREEPIO,"Oh, dear.",episode6
STORMTROOPER,Don't move!,episode6
HAN,I love you.,episode6
LEIA,I know.,episode6
STORMTROOPER,Hands up! Stand up!,episode6
HAN,Stay back.,episode6
HAN,"Chewie!  Get down here!  She's wounded!  No, wait....  I got an idea.",episode6
EMPEROR,"Good.  Use your aggressive feelings, boy!  Let the hate flow through you.",episode6
VADER,Obi-Wan has taught you well.,episode6
LUKE,"I will not fight you, father.",episode6
VADER,You are unwise to lower your defenses.,episode6
LUKE,"Your thoughts betray you, father. I feel the good in you...the conflict.",episode6
VADER,There is no conflict.,episode6
LUKE,"You couldn't bring yourself to kill me before, and I don't believe you'll destroy me now.",episode6
VADER,"You underestimate the power of the dark side. If you will not fight, then you will meet your destiny.",episode6
EMPEROR,Good.  Good.,episode6
LANDO,Watch out. Squad at .06.,episode6
REBEL PILOT,"I'm on it, Gold Leader.",episode6
WEDGE,"Good shot, Red Two.",episode6
LANDO,"Now...come on, Han, old buddy. Don't let me down.",episode6
HAN/PILOT,"It's over, Commander. The Rebels have been routed. They're fleeing into the woods. We need reinforcements to continue the pursuit.",episode6
CONTROL ROOM COMMANDER,Send three squads to help. Open the back door.,episode6
SECOND COMMANDER,"Yes, sir.",episode6
HAN,Throw me another charge.,episode6
VADER,"You cannot hide forever, Luke.",episode6
LUKE,I will not fight you.,episode6
VADER,"Give yourself to the dark side. It is the only way you can save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for...",episode6
VADER,"Sister! So...you have a twin sister. Your feelings have now betrayed her, too. Obi-Wan was wise to hide her from me. Now his failure is complete. If you will not turn to the dark side, then perhaps she will.",episode6
LUKE,Never-r-r!,episode6
EMPEROR,"Good! Your hate has made you powerful. Now, fulfill your destiny and take your father's place at my side!",episode6
LUKE,"Never! I'll never turn to the dark side. You've failed, Your Highness. I am a Jedi, like my father before me.",episode6
EMPEROR,So be it...Jedi.,episode6
HAN,Move! Move!,episode6
ACKBAR,The shield is down! Commence attack on the Death Star's main reactor.,episode6
LANDO,"We're on our way. Red Group, Gold Group, all fighters follow me.  Told you they'd do it!",episode6
EMPEROR,"If you will not be turned, you will be destroyed.",episode6
EMPEROR,"Young fool...only now, at the end, do you understand.",episode6
EMPEROR,Your feeble skills are no match for the power of the dark side. You have paid the price for your lack of vision.,episode6
LUKE,"Father, please. Help me.",episode6
EMPEROR,"Now, young Skywalker...you will die.",episode6
WEDGE,I'm going in.,episode6
LANDO,Here goes nothing.,episode6
LANDO,Now lock onto the strongest power source. It should be the power generator.,episode6
WEDGE,Form up. And stay alert. We could run out of space real fast.,episode6
LANDO,Split up and head back to the surface. See if you can get a few of those TIE fighters to follow you.,episode6
PILOT,"Copy, Gold Leader.",episode6
LANDO,That was too close.,episode6
ACKBAR,We've got to give those fighters more time. Concentrate all fire on that Super Star Destroyer.,episode6
CONTROLLER,"Sir, we've lost our bridge deflector shield.",episode6
PIETT,Intensify the forward batteries. I don't want anything to get through.,episode6
PIETT,Intensify forward firepower!,episode6
COMMANDER,It's too late!,episode6
VADER,"Luke, help me take this mask off.",episode6
LURE,But you'll die.,episode6
VADER,Nothing can stop that now. Just for once... let me look on you with my own eyes.,episode6
ANAKIN,"Now...go, my son. Leave me.",episode6
LUKE,No. You're coming with me. I can't leave you here. I've got to save you.,episode6
ANAKIN,"You already have, Luke. You were right about me. Tell your sister...you were right.",episode6
LUKE,Father... I won't leave you.,episode6
WEDGE,There it is!,episode6
LANDO,"All right, Wedge. Go for the power regulator on the north tower.",episode6
